GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Speed (OBD)(mph),Engine RPM(rpm),Trip Distance(miles),Throttle Position(Manifold)(%)
Thu Feb 18 17:09:05 EST 2016,18-Feb-2016 17:09:05.203,-75.75129826,39.66455084,0.25,10.0,-17.600000381469727,323.3,0.6895301,10.228029,3.4476504,0.121493995,0.0,1143.75,-,18.039215087890625
Thu Feb 18 17:09:06 EST 2016,18-Feb-2016 17:09:05.303,-75.75130601,39.66458008,0.75,10.0,-14.0,323.3,0.49799395,9.232041,1.8004397,-0.020843208,0.0,1143.75,-,18.039215087890625
Thu Feb 18 17:09:06 EST 2016,18-Feb-2016 17:09:05.403,-75.75130601,39.66458008,0.75,10.0,-14.0,323.3,1.685518,10.611102,2.2218192,0.13739544,0.0,1135.75,-,18.039215087890625
Thu Feb 18 17:09:06 EST 2016,18-Feb-2016 17:09:05.503,-75.75130601,39.66458008,0.75,10.0,-14.0,323.3,0.038307227,9.691729,2.1452048,0.030863106,0.0,1135.75,-,18.039215087890625
Thu Feb 18 17:09:06 EST 2016,18-Feb-2016 17:09:05.603,-75.75130601,39.66458008,0.75,10.0,-14.0,323.3,0.6512229,9.768343,1.8387469,0.034413278,0.0,1135.75,-,18.039215087890625
Thu Feb 18 17:09:06 EST 2016,18-Feb-2016 17:09:05.703,-75.75130601,39.66458008,0.75,10.0,-14.0,323.3,-0.076614454,11.147403,1.8770541,0.17135388,0.0,1133.5,-,18.039215087890625
Thu Feb 18 17:09:06 EST 2016,18-Feb-2016 17:09:05.803,-75.75130601,39.66458008,0.75,10.0,-14.0,323.3,-0.038307227,10.036493,1.4939818,0.053367913,0.0,1133.5,-,18.039215087890625
Thu Feb 18 17:09:06 EST 2016,18-Feb-2016 17:09:05.903,-75.75130601,39.66458008,0.75,10.0,-14.0,323.3,0.15322891,9.5385,1.4556746,0.0027056336,0.0,1134.25,-,18.039215087890625
Thu Feb 18 17:09:06 EST 2016,18-Feb-2016 17:09:06.002,-75.75130601,39.66458008,0.75,10.0,-14.0,323.3,1.1875241,8.236053,1.8770541,-0.11144793,0.0,1134.25,-,18.039215087890625
Thu Feb 18 17:09:06 EST 2016,18-Feb-2016 17:09:06.103,-75.75130601,39.66458008,0.75,10.0,-14.0,323.3,0.5363012,9.998186,2.2218192,0.06447512,0.0,1126.5,-,18.039215087890625
Thu Feb 18 17:09:06 EST 2016,18-Feb-2016 17:09:06.203,-75.75130601,39.66458008,0.75,10.0,-14.0,323.3,1.340753,11.18571,3.6774938,0.22703356,0.0,1126.5,-,18.039215087890625
Thu Feb 18 17:09:07 EST 2016,18-Feb-2016 17:09:06.302,-75.75131214,39.66459214,0.75,10.0,-13.699999809265137,323.3,0.30645782,10.0748005,4.2904096,0.1356762,0.0,1135.0,-,18.039215087890625
