0.0 ,  0.0 ,    +  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  1
0.0 ,  0.0 ,    +  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  1
0.0 ,  0.0 ,    +  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  nan ,  1
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:22.000Z  +  1463262622.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:23.000Z  +  2016-05-14T21:50:23.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:23.000Z  +  2016-05-14T21:50:23.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:25.000Z  +  2016-05-14T21:50:25.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:26.000Z  +  1463262626.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:26.000Z  +  1463262626.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:28.000Z  +  1463262628.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:29.000Z  +  2016-05-14T21:50:29.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:29.000Z  +  2016-05-14T21:50:29.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:31.000Z  +  2016-05-14T21:50:31.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:32.000Z  +  1463262632.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:32.000Z  +  1463262632.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:34.000Z  +  1463262634.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:35.000Z  +  2016-05-14T21:50:35.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:35.000Z  +  2016-05-14T21:50:35.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:37.000Z  +  2016-05-14T21:50:37.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:38.000Z  +  1463262638.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:38.000Z  +  1463262638.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:40.000Z  +  1463262640.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:41.000Z  +  2016-05-14T21:50:41.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:41.000Z  +  2016-05-14T21:50:41.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:43.000Z  +  2016-05-14T21:50:43.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:44.000Z  +  1463262644.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:44.000Z  +  1463262644.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:46.000Z  +  1463262646.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:47.000Z  +  2016-05-14T21:50:47.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:47.000Z  +  2016-05-14T21:50:47.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:49.000Z  +  2016-05-14T21:50:49.000Z ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:50.000Z  +  1463262650.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:50.000Z  +  1463262650.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
39.661603297 ,  -75.725495098 ,  2016-05-14T21:50:52.000Z  +  1463262652.0 ,  7.279 ,  39.93 ,  46.719 ,  0.005 ,  0.0 ,  0.0 ,  0.0 ,  3
